attendance,internal_marks,behavior_score,study_hours,final_result,risk_level
96,62,2,2.8,0,High
73,88,3,2.9,0,Medium
87,62,5,3.5,1,Low
59,61,3,2.5,0,High
78,88,5,4.9,1,Low
99,70,5,4.0,1,Low
41,41,8,4.3,0,High
40,40,9,1.8,0,High
90,48,8,5.8,0,Medium
99,83,3,4.1,0,Low
75,86,1,1.6,0,High
63,71,3,4.6,0,Medium
93,60,1,1.5,0,High
66,81,9,0.8,0,Medium
41,31,3,3.4,0,High
70,67,8,3.5,1,Medium
96,61,6,1.5,1,Low
53,39,3,2.4,0,High
41,37,9,5.7,0,High
68,49,8,2.1,0,Medium
54,49,3,1.4,0,High
51,38,7,6.0,0,High
76,44,5,2.2,0,High
67,92,2,4.2,0,High
59,50,8,1.8,0,High
78,34,1,3.5,0,High
63,64,4,2.6,0,Medium
60,97,4,5.8,0,Medium
49,77,5,2.9,0,High
85,91,4,3.7,1,Low
53,64,1,5.7,0,High
76,99,7,5.9,1,Low
57,50,2,1.1,0,High
63,68,3,5.1,0,Medium
53,63,5,2.6,0,High
73,44,8,3.8,0,High
97,35,8,2.6,0,High
51,95,2,2.7,0,High
61,85,9,1.4,0,Medium
95,78,6,3.7,1,Low
45,30,9,3.5,0,High
75,94,4,1.5,1,Low
84,57,3,3.5,0,Medium
75,49,5,5.9,0,Medium
61,77,5,4.4,0,Medium
53,94,4,3.1,0,High
55,80,7,5.5,0,High
75,72,8,3.7,1,Low
95,78,5,1.2,1,Low
64,54,9,3.5,0,Medium
71,70,7,1.5,1,Medium
72,93,7,4.7,1,Medium
84,90,8,5.8,1,Low
75,41,4,2.5,0,High
59,98,6,2.9,0,High
57,43,5,2.8,0,High
77,63,1,2.1,0,High
42,77,9,4.9,0,High
62,90,2,3.9,0,High
71,64,6,0.9,1,Medium
84,94,8,5.1,1,Low
98,88,3,1.5,0,Low
55,65,5,5.9,0,High
98,48,7,2.6,0,Medium
44,71,4,3.9,0,High
43,98,5,0.9,0,High
60,48,1,2.4,0,High
79,68,4,4.9,1,Low
90,98,7,3.1,1,Low
53,81,7,5.5,0,High
78,41,4,3.7,0,High
70,76,6,5.6,1,Medium
53,65,5,5.9,0,High
45,92,1,3.0,0,High
51,80,8,3.6,0,High
55,72,7,5.1,0,High
56,63,5,1.7,0,High
84,78,7,5.2,1,Low
62,47,3,3.8,0,Medium
53,90,8,4.5,0,High
46,86,5,0.9,0,High
85,34,2,4.7,0,High
71,53,2,2.2,0,High
54,93,4,4.9,0,High
83,88,7,3.3,1,Low
56,67,4,2.0,0,High
80,62,9,5.7,1,Low
93,39,2,4.7,0,High
86,66,6,5.9,1,Low
83,40,4,2.5,0,High
73,53,6,4.1,0,Medium
44,50,9,3.9,0,High
84,49,9,4.3,0,Medium
66,39,9,0.7,0,High
91,76,9,2.1,1,Low
62,76,3,5.5,0,Medium
79,44,9,2.8,0,High
98,73,3,5.8,0,Low
53,91,3,1.7,0,High
54,35,5,6.0,0,High
82,95,6,4.3,1,Low
72,33,9,4.8,0,High
92,52,1,2.7,0,High
70,42,8,5.5,0,High
74,60,4,3.5,1,Medium
56,45,7,4.2,0,High
67,70,6,1.0,0,Medium
58,30,6,4.0,0,High
85,41,7,5.3,0,High
93,85,4,1.5,1,Low
62,79,6,4.6,0,Medium
71,49,3,0.6,0,Medium
79,95,5,5.6,1,Low
52,65,2,5.9,0,High
98,67,3,2.4,0,Low
59,51,9,1.1,0,High
74,90,6,4.1,1,Medium
44,79,3,0.7,0,High
48,88,2,3.2,0,High
68,49,5,2.0,0,Medium
45,65,5,3.1,0,High
64,44,1,0.6,0,High
70,91,3,0.8,0,Medium
61,32,7,0.6,0,High
41,34,9,3.9,0,High
84,85,5,3.6,1,Low
44,60,4,1.8,0,High
99,64,3,4.1,0,Low
66,99,9,5.4,0,Medium
64,55,7,2.0,0,Medium
47,30,7,5.1,0,High
94,36,8,4.1,0,High
40,65,1,0.7,0,High
59,54,4,2.6,0,High
83,88,5,3.3,1,Low
62,90,5,4.5,0,Medium
71,58,1,2.1,0,High
50,47,3,5.9,0,High
78,70,2,4.3,0,High
86,48,7,2.6,0,Medium
93,33,5,1.0,0,High
63,94,3,1.5,0,Medium
50,70,8,3.2,0,High
68,44,1,3.2,0,High
93,83,1,4.7,0,High
65,93,6,4.5,0,Medium
55,44,1,1.6,0,High
74,79,4,3.8,1,Medium
59,51,6,0.6,0,High
85,47,1,2.7,0,High
42,31,9,4.7,0,High
40,65,4,2.7,0,High
97,49,9,5.1,0,Medium
92,45,9,5.9,0,Medium
86,96,6,3.8,1,Low
40,59,7,1.3,0,High
56,84,1,2.6,0,High
41,95,5,0.6,0,High
68,55,3,3.8,0,Medium
59,86,6,5.0,0,High
45,98,4,4.0,0,High
47,31,9,4.8,0,High
68,85,7,4.9,0,Medium
87,91,4,5.2,1,Low
90,63,6,2.0,1,Low
72,85,2,5.3,0,High
42,84,3,4.1,0,High
99,49,7,2.1,0,Medium
74,79,4,5.9,1,Medium
44,54,7,5.7,0,High
66,54,9,3.7,0,Medium
83,82,5,5.1,1,Low
51,43,1,1.9,0,High
59,89,5,2.8,0,High
84,72,6,1.5,1,Low
59,91,2,3.4,0,High
48,98,8,3.2,0,High
78,92,2,1.7,0,High
43,31,9,4.2,0,High
90,83,2,1.1,0,High
93,45,3,0.8,0,Medium
58,84,8,2.6,0,High
77,72,6,2.8,1,Low
66,90,1,2.3,0,High
84,67,4,1.9,1,Low
82,74,5,2.4,1,Low
52,80,3,1.4,0,High
52,71,1,2.7,0,High
99,53,3,5.5,0,Medium
96,59,9,1.7,1,Medium
61,66,2,4.3,0,High
67,82,1,1.3,0,High
91,92,7,2.4,1,Low
86,40,7,2.3,0,High
92,52,5,5.7,0,Medium
84,79,2,2.9,0,High
61,84,1,4.3,0,High
82,84,5,3.8,1,Low
58,33,4,1.3,0,High
47,83,9,5.7,0,High
91,90,5,2.4,1,Low
47,34,2,0.7,0,High
81,47,4,2.2,0,Medium
65,73,9,2.3,0,Medium
87,60,8,1.0,1,Low
90,50,3,3.9,0,Medium
65,76,8,2.4,0,Medium
62,59,2,4.0,0,High
82,84,3,0.5,0,Low
52,97,5,5.9,0,High
67,98,8,1.4,0,Medium
48,70,1,4.1,0,High
59,74,4,4.4,0,High
95,59,1,1.4,0,High
58,74,1,1.1,0,High
87,74,5,1.3,1,Low
78,74,6,1.9,1,Low
90,84,1,1.4,0,High
51,88,6,4.2,0,High
54,34,5,2.8,0,High
70,61,4,3.5,1,Medium
94,35,5,0.8,0,High
53,55,8,5.2,0,High
50,66,9,1.4,0,High
65,42,2,2.5,0,High
81,98,6,0.9,1,Low
66,54,3,1.3,0,Medium
50,42,2,4.2,0,High
77,49,1,4.3,0,High
73,89,4,4.2,1,Medium
82,50,8,3.5,0,Medium
58,90,3,5.7,0,High
45,55,5,3.3,0,High
85,83,5,3.0,1,Low
91,71,5,1.9,1,Low
77,40,9,1.0,0,High
88,66,8,3.5,1,Low
81,40,8,2.2,0,High
67,56,1,3.4,0,High
40,63,1,1.6,0,High
74,67,2,5.1,0,High
79,90,8,6.0,1,Low
47,82,1,2.3,0,High
98,94,4,5.1,1,Low
91,32,9,5.3,0,High
93,96,2,6.0,0,High
86,57,3,2.4,0,Medium
95,43,6,4.7,0,High
46,81,3,1.8,0,High
50,59,4,3.9,0,High
78,87,9,4.4,1,Low
43,83,9,4.6,0,High
64,98,5,1.6,0,Medium
51,44,7,5.2,0,High
65,67,9,2.8,0,Medium
77,43,8,1.7,0,High
85,86,7,3.5,1,Low
51,88,8,5.2,0,High
82,37,5,5.8,0,High
90,48,5,4.6,0,Medium
92,61,5,0.5,1,Low
76,58,1,1.2,0,High
85,70,6,0.9,1,Low
92,74,5,1.1,1,Low
63,42,8,2.6,0,High
55,56,8,2.4,0,High
96,48,2,1.1,0,High
52,55,6,5.4,0,High
64,82,6,3.9,0,Medium
93,80,3,4.9,0,Low
93,66,1,2.5,0,High
96,38,7,2.8,0,High
91,81,5,2.2,1,Low
93,83,5,2.9,1,Low
43,32,8,3.9,0,High
50,98,5,3.2,0,High
71,37,5,5.1,0,High
88,43,1,5.5,0,High
46,32,2,3.1,0,High
85,53,5,1.8,0,Medium
97,42,7,5.7,0,High
50,72,3,4.5,0,High
67,58,1,4.0,0,High
93,80,2,4.6,0,High
80,71,3,0.9,0,Low
62,60,9,0.9,0,Medium
84,92,8,1.3,1,Low
62,55,4,1.3,0,Medium
89,47,8,2.8,0,Medium
67,86,9,1.4,0,Medium
82,36,3,5.2,0,High
86,77,6,3.7,1,Low
96,89,8,2.5,1,Low
65,62,7,0.9,0,Medium
64,32,9,3.8,0,High
93,33,7,1.1,0,High
68,33,1,4.6,0,High
58,71,9,4.9,0,High
72,38,5,3.5,0,High
75,80,6,1.3,1,Low
53,46,2,4.8,0,High
53,46,2,2.2,0,High
74,49,4,1.7,0,Medium
69,43,4,3.1,0,High
67,51,5,5.6,0,Medium
56,81,7,2.1,0,High
42,56,1,5.5,0,High
55,72,4,0.8,0,High
85,32,9,1.0,0,High
69,37,8,4.3,0,High
91,39,3,1.5,0,High
68,58,6,2.2,0,Medium
84,69,9,1.3,1,Low
54,94,8,2.3,0,High
85,50,7,2.0,0,Medium
95,53,7,4.5,0,Medium
64,89,1,4.4,0,High
90,55,5,5.8,1,Medium
77,38,7,4.5,0,High
81,49,2,4.3,0,High
98,85,6,4.3,1,Low
86,65,2,5.4,0,High
92,65,3,2.1,0,Low
93,51,1,2.2,0,High
91,30,3,4.6,0,High
97,98,7,1.8,1,Low
77,66,5,5.5,1,Low
62,42,4,3.4,0,High
64,72,8,2.2,0,Medium
81,66,8,4.8,1,Low
46,54,1,2.2,0,High
61,50,9,5.8,0,Medium
56,70,9,5.9,0,High
57,71,2,4.2,0,High
88,71,2,1.1,0,High
80,31,8,1.9,0,High
49,97,6,3.3,0,High
49,37,3,5.2,0,High
96,90,2,1.5,0,High
46,43,5,1.1,0,High
87,50,8,0.9,0,Medium
89,53,6,3.3,0,Medium
77,79,3,5.4,0,Low
66,74,9,0.7,0,Medium
91,93,8,1.7,1,Low
72,93,6,4.3,1,Medium
40,55,1,5.0,0,High
83,61,2,4.9,0,High
92,86,4,4.8,1,Low
99,82,2,1.2,0,High
73,62,3,2.7,0,Medium
43,81,8,5.9,0,High
56,47,9,5.9,0,High
43,64,6,3.8,0,High
82,41,4,4.4,0,High
93,80,2,5.7,0,High
65,39,7,3.0,0,High
43,81,7,1.3,0,High
40,63,9,4.2,0,High
46,96,5,5.8,0,High
69,68,4,4.3,0,Medium
89,37,6,4.9,0,High
48,58,2,2.8,0,High
74,51,2,1.0,0,High
47,99,9,1.4,0,High
63,90,7,5.9,0,Medium
58,72,7,3.2,0,High
75,78,5,0.6,1,Low
89,58,7,5.8,1,Medium
91,60,9,3.2,1,Low
98,82,5,5.1,1,Low
82,63,9,3.5,1,Low
66,67,1,1.1,0,High
71,86,3,3.9,0,Medium
53,33,7,6.0,0,High
96,31,4,0.7,0,High
57,41,2,5.1,0,High
67,64,3,1.8,0,Medium
99,99,7,2.7,1,Low
68,50,8,2.5,0,Medium
55,90,9,5.4,0,High
74,64,6,3.3,1,Medium
86,77,9,3.0,1,Low
98,44,4,5.0,0,High
98,44,5,0.8,0,High
70,35,1,1.0,0,High
43,97,9,0.6,0,High
76,51,9,4.3,0,Medium
56,61,9,3.4,0,High
78,51,3,5.3,0,Medium
87,56,8,3.2,1,Medium
85,44,3,1.7,0,High
65,73,6,4.9,0,Medium
87,38,5,2.1,0,High
78,63,8,5.6,1,Low
80,44,3,1.9,0,High
43,91,1,1.4,0,High
69,74,9,3.2,0,Medium
69,87,9,0.8,0,Medium
61,48,3,0.7,0,Medium
50,45,2,3.2,0,High
41,37,4,1.7,0,High
83,62,8,0.6,1,Low
51,47,6,2.1,0,High
69,64,1,3.1,0,High
75,72,8,2.7,1,Low
57,79,5,1.2,0,High
65,32,6,3.7,0,High
92,88,5,4.4,1,Low
46,57,5,4.2,0,High
40,75,3,2.7,0,High
97,93,4,1.3,1,Low
65,99,5,3.2,0,Medium
62,76,2,5.4,0,High
65,43,6,3.1,0,High
84,36,2,1.6,0,High
45,60,4,1.0,0,High
45,80,1,5.7,0,High
83,58,4,4.6,1,Medium
47,44,7,2.2,0,High
63,54,8,2.1,0,Medium
61,90,2,5.4,0,High
58,70,3,1.5,0,High
76,98,1,3.4,0,High
57,33,7,4.4,0,High
70,86,4,2.7,1,Medium
76,60,8,0.7,1,Low
69,32,5,1.8,0,High
96,96,9,5.5,1,Low
81,79,6,3.4,1,Low
72,46,2,5.0,0,High
49,89,1,3.6,0,High
76,95,1,5.7,0,High
51,53,9,5.5,0,High
93,61,1,3.2,0,High
69,48,3,2.3,0,Medium
66,95,2,3.8,0,High
78,89,4,4.2,1,Low
48,95,1,3.2,0,High
93,44,1,5.0,0,High
60,64,4,1.5,0,Medium
51,98,4,2.3,0,High
94,56,7,4.3,1,Medium
68,36,8,1.9,0,High
72,35,8,2.9,0,High
82,62,8,5.8,1,Low
92,87,9,3.9,1,Low
54,78,1,5.7,0,High
41,46,9,4.5,0,High
91,71,8,4.5,1,Low
78,69,1,3.8,0,High
92,75,7,1.3,1,Low
83,99,9,3.4,1,Low
93,97,4,1.9,1,Low
57,30,9,6.0,0,High
42,81,1,2.0,0,High
46,64,9,1.8,0,High
82,98,6,3.9,1,Low
57,34,4,3.3,0,High
83,46,5,0.6,0,Medium
77,82,7,1.2,1,Low
76,81,4,5.0,1,Low
97,43,8,3.2,0,High
72,58,3,1.3,0,Medium
83,37,2,3.1,0,High
98,30,1,1.9,0,High
70,58,6,1.7,1,Medium
97,65,2,5.8,0,High
50,80,8,2.5,0,High
43,66,4,0.8,0,High
98,98,9,5.8,1,Low
57,82,4,4.9,0,High
43,81,4,1.9,0,High
88,41,8,2.7,0,High
73,81,8,5.2,1,Medium
68,30,5,2.5,0,High
63,36,3,3.6,0,High
61,46,2,3.4,0,High
41,72,9,2.7,0,High
83,46,9,4.0,0,Medium
45,88,5,3.1,0,High
81,32,8,0.6,0,High
64,58,7,5.0,0,Medium
94,51,3,1.1,0,Medium
96,67,5,3.1,1,Low
60,83,9,3.7,0,Medium
94,79,4,4.4,1,Low
98,98,3,2.8,0,Low
55,59,7,4.5,0,High
70,52,8,1.2,0,Medium
53,76,5,4.1,0,High
78,50,8,5.0,0,Medium
67,49,5,5.4,0,Medium
71,52,9,3.7,0,Medium
67,97,7,2.2,0,Medium
90,50,5,1.4,0,Medium
94,50,9,2.4,0,Medium
88,30,5,3.5,0,High
48,44,8,1.6,0,High
97,46,4,5.7,0,Medium
84,80,9,5.4,1,Low
61,92,6,0.7,0,Medium
71,43,6,3.6,0,High
44,88,3,4.8,0,High
62,79,3,1.8,0,Medium
44,63,4,3.4,0,High
81,35,1,2.7,0,High
92,78,6,1.6,1,Low
71,35,1,3.9,0,High
98,98,4,6.0,1,Low
49,36,7,2.5,0,High
98,80,6,3.5,1,Low
78,30,8,2.3,0,High
97,42,4,5.3,0,High
54,72,9,5.3,0,High
46,56,8,1.5,0,High
68,32,5,5.4,0,High
98,87,6,1.3,1,Low
86,46,5,1.0,0,Medium
42,74,6,4.1,0,High
58,87,1,2.6,0,High
49,85,4,3.4,0,High
67,83,9,4.1,0,Medium
68,58,4,0.8,0,Medium
54,83,2,2.1,0,High
74,56,6,3.0,1,Medium
45,74,2,2.0,0,High
51,60,3,0.8,0,High
86,65,7,1.0,1,Low
77,90,4,4.9,1,Low
52,66,1,5.5,0,High
68,96,9,1.3,0,Medium
58,65,6,1.9,0,High
42,34,9,4.1,0,High
47,75,3,5.7,0,High
47,81,5,2.1,0,High
94,78,9,5.2,1,Low
97,35,6,3.3,0,High
59,39,2,5.8,0,High
86,52,1,1.2,0,High
43,46,9,5.9,0,High
90,73,1,2.9,0,High
60,70,5,5.7,0,Medium
42,44,1,3.0,0,High
84,73,5,3.4,1,Low
47,87,5,4.9,0,High
62,79,7,4.5,0,Medium
55,81,7,3.9,0,High
52,99,1,2.8,0,High
42,97,9,4.9,0,High
87,92,1,5.7,0,High
48,87,5,0.6,0,High
99,52,7,3.7,0,Medium
53,73,8,5.3,0,High
52,73,2,4.1,0,High
92,81,1,4.9,0,High
96,96,4,5.4,1,Low
46,57,4,4.6,0,High
54,96,6,4.4,0,High
46,47,1,5.8,0,High
77,56,1,5.3,0,High
73,80,3,5.0,0,Medium
80,89,5,1.0,1,Low
61,78,6,1.8,0,Medium
63,44,5,3.6,0,High
88,97,5,4.4,1,Low
76,44,9,2.2,0,High
83,80,2,1.0,0,High
40,77,1,2.2,0,High
49,30,6,4.7,0,High
82,36,9,5.3,0,High
55,82,7,5.5,0,High
85,60,8,2.6,1,Low
47,47,5,2.5,0,High
95,41,4,2.7,0,High
88,77,6,2.6,1,Low
64,59,3,4.2,0,Medium
89,36,1,2.5,0,High
51,32,4,0.6,0,High
64,92,9,2.9,0,Medium
56,35,4,1.7,0,High
99,44,1,0.7,0,High
65,72,4,3.1,0,Medium
85,47,7,1.6,0,Medium
87,51,3,3.0,0,Medium
53,90,6,2.0,0,High
80,90,1,3.8,0,High
75,82,4,5.9,1,Low
96,55,3,3.5,0,Medium
62,69,1,4.1,0,High
82,37,3,5.6,0,High
45,50,4,2.6,0,High
86,72,5,1.4,1,Low
44,50,6,2.1,0,High
82,32,2,2.7,0,High
64,60,2,4.0,0,High
57,56,6,0.5,0,High
52,56,5,5.2,0,High
82,86,1,0.9,0,High
53,62,3,5.5,0,High
67,73,5,5.7,0,Medium
57,72,2,5.9,0,High
98,60,1,5.0,0,High
99,94,9,1.3,1,Low
96,46,5,4.4,0,Medium
67,44,2,1.6,0,High
90,63,4,5.4,1,Low
95,33,3,2.2,0,High
66,57,7,2.3,0,Medium
71,31,1,5.5,0,High
86,46,4,0.6,0,Medium
48,87,7,1.6,0,High
79,38,5,2.8,0,High
71,60,4,4.4,1,Medium
59,95,4,4.1,0,High
67,91,2,4.2,0,High
72,48,8,5.3,0,Medium
43,84,4,1.2,0,High
85,57,2,3.4,0,High
96,79,9,4.5,1,Low
73,94,7,4.0,1,Medium
87,32,3,3.0,0,High
42,81,7,0.6,0,High
65,39,1,0.8,0,High
47,50,1,1.2,0,High
45,66,4,2.4,0,High
55,44,4,1.1,0,High
63,38,4,2.8,0,High
87,73,9,1.5,1,Low
78,68,6,4.8,1,Low
69,34,3,5.3,0,High
84,54,6,2.6,0,Medium
52,85,2,3.3,0,High
44,93,2,5.7,0,High
64,81,7,3.4,0,Medium
59,38,3,6.0,0,High
93,39,7,1.3,0,High
57,39,3,5.2,0,High
86,91,2,3.2,0,High
57,89,4,0.6,0,High
41,48,4,5.8,0,High
49,67,3,5.8,0,High
94,35,9,2.6,0,High
84,44,6,5.7,0,High
89,76,5,1.3,1,Low
86,74,6,4.2,1,Low
51,34,8,1.6,0,High
86,82,5,1.9,1,Low
52,95,4,4.8,0,High
89,91,7,2.6,1,Low
86,52,5,0.5,0,Medium
96,73,4,2.8,1,Low
94,81,5,1.8,1,Low
50,75,4,4.3,0,High
58,48,8,1.6,0,High
74,76,8,5.1,1,Medium
78,81,1,2.0,0,High
92,53,3,2.7,0,Medium
65,46,4,2.1,0,Medium
85,75,2,4.0,0,High
53,93,5,1.1,0,High
93,57,8,3.1,1,Medium
84,79,2,2.3,0,High
83,93,9,5.4,1,Low
63,57,7,0.9,0,Medium
80,85,6,5.1,1,Low
40,88,8,1.4,0,High
90,34,2,1.0,0,High
82,83,5,1.6,1,Low
94,73,4,1.1,1,Low
61,71,8,3.4,0,Medium
62,86,1,5.9,0,High
95,76,3,0.7,0,Low
93,54,8,3.0,0,Medium
58,73,5,2.6,0,High
57,44,4,2.4,0,High
51,80,6,2.3,0,High
94,82,5,5.4,1,Low
67,63,3,0.6,0,Medium
67,37,5,4.8,0,High
99,99,4,1.9,1,Low
98,50,1,2.6,0,High
72,36,1,2.8,0,High
58,85,7,2.2,0,High
67,78,4,1.0,0,Medium
98,71,1,1.1,0,High
91,52,6,2.1,0,Medium
88,81,1,5.0,0,High
76,82,8,1.2,1,Low
65,45,9,4.6,0,Medium
74,66,3,2.1,0,Medium
73,47,7,5.4,0,Medium
74,49,5,2.9,0,Medium
79,75,3,1.4,0,Low
55,31,5,5.9,0,High
77,92,7,1.5,1,Low
52,32,7,3.6,0,High
62,75,9,3.6,0,Medium
99,78,8,2.6,1,Low
93,30,4,5.7,0,High
61,51,5,5.1,0,Medium
55,43,5,5.1,0,High
67,74,2,5.9,0,High
87,35,7,3.0,0,High
74,94,7,1.0,1,Medium
99,50,9,4.7,0,Medium
84,33,9,2.6,0,High
85,32,4,1.5,0,High
47,59,5,3.2,0,High
83,60,7,5.6,1,Low
94,63,7,1.4,1,Low
94,49,8,5.2,0,Medium
61,83,8,2.8,0,Medium
60,54,2,1.3,0,High
65,44,9,5.2,0,High
79,67,4,5.8,1,Low
60,52,1,2.1,0,High
64,81,1,2.2,0,High
80,95,5,2.6,1,Low
40,86,7,5.0,0,High
45,86,5,0.6,0,High
62,81,3,1.7,0,Medium
90,64,7,4.4,1,Low
62,43,1,2.7,0,High
82,43,1,2.3,0,High
82,62,2,5.3,0,High
62,81,1,5.5,0,High
71,30,9,5.7,0,High
69,63,4,2.0,0,Medium
52,48,7,5.5,0,High
82,53,5,4.6,0,Medium
57,33,7,1.3,0,High
62,65,7,3.9,0,Medium
54,87,1,0.6,0,High
72,61,1,4.4,0,High
60,38,3,4.5,0,High
96,96,2,4.8,0,High
78,49,7,1.4,0,Medium
62,91,3,4.0,0,Medium
66,87,7,1.5,0,Medium
84,51,9,5.7,0,Medium
83,96,1,4.2,0,High
57,77,3,1.0,0,High
63,37,6,1.5,0,High
90,44,9,4.1,0,High
86,61,5,3.1,1,Low
79,82,3,4.5,0,Low
90,96,8,2.0,1,Low
81,33,5,4.1,0,High
46,59,6,1.5,0,High
89,42,2,3.5,0,High
87,50,4,5.8,0,Medium
59,70,1,4.0,0,High
66,48,4,0.8,0,Medium
45,77,1,5.9,0,High
66,92,4,1.4,0,Medium
48,49,2,4.4,0,High
92,93,6,3.4,1,Low
84,66,6,2.1,1,Low
96,60,8,1.5,1,Low
70,47,9,1.5,0,Medium
60,49,8,5.2,0,Medium
65,40,1,5.3,0,High
79,73,3,3.1,0,Low
87,93,6,1.1,1,Low
84,63,1,5.4,0,High
52,94,8,3.2,0,High
88,84,6,2.9,1,Low
62,30,1,2.7,0,High
59,67,2,2.5,0,High
76,38,6,3.4,0,High
93,46,8,3.8,0,Medium
92,81,5,3.1,1,Low
67,47,1,5.4,0,High
56,92,2,2.2,0,High
67,62,4,3.7,0,Medium
80,33,4,2.1,0,High
41,81,7,4.6,0,High
64,38,2,1.1,0,High
97,93,7,1.5,1,Low
89,59,7,4.9,1,Medium
80,37,7,1.5,0,High
45,34,3,3.9,0,High
50,92,6,5.8,0,High
96,30,6,3.4,0,High
77,44,4,1.5,0,High
45,67,1,2.3,0,High
84,71,9,5.0,1,Low
50,75,2,2.4,0,High
53,82,9,4.5,0,High
41,55,8,4.8,0,High
79,90,1,3.3,0,High
42,96,7,4.8,0,High
94,83,3,2.2,0,Low
92,51,9,3.3,0,Medium
74,55,5,4.3,1,Medium
72,89,3,1.4,0,Medium
63,68,8,2.0,0,Medium
58,65,3,4.1,0,High
57,50,7,4.1,0,High
88,70,7,3.2,1,Low
91,77,7,4.9,1,Low
63,55,1,3.2,0,High
84,92,5,5.3,1,Low
74,65,1,4.5,0,High
40,53,7,2.2,0,High
75,50,8,2.7,0,Medium
64,47,7,4.2,0,Medium
84,44,1,5.4,0,High
88,35,3,1.5,0,High
99,72,3,3.3,0,Low
82,60,7,1.2,1,Low
73,57,4,2.0,1,Medium
64,37,3,4.3,0,High
55,58,6,0.9,0,High
73,50,6,4.1,0,Medium
68,87,5,5.5,0,Medium
58,89,6,5.8,0,High
62,79,3,1.7,0,Medium
58,60,5,4.6,0,High
64,76,9,5.6,0,Medium
55,63,4,1.0,0,High
93,31,2,2.8,0,High
90,96,5,5.6,1,Low
48,81,3,1.6,0,High
40,36,3,5.6,0,High
81,48,4,3.4,0,Medium
58,44,4,1.0,0,High
72,77,5,3.0,1,Medium
73,43,7,2.3,0,High
55,32,4,2.1,0,High
83,79,7,3.5,1,Low
79,83,9,3.2,1,Low
94,35,3,3.2,0,High
57,78,5,1.0,0,High
73,52,4,4.9,0,Medium
64,49,9,3.1,0,Medium
84,89,5,5.0,1,Low
45,74,2,5.0,0,High
60,90,1,2.2,0,High
97,85,7,0.5,1,Low
45,31,1,5.5,0,High
71,74,8,4.7,1,Medium
80,69,9,1.1,1,Low
87,53,7,4.4,0,Medium
82,58,9,0.6,1,Medium
78,96,6,0.7,1,Low
70,97,7,3.4,1,Medium
81,95,3,1.0,0,Low
49,83,9,5.8,0,High
69,82,3,5.4,0,Medium
96,78,6,4.1,1,Low
91,61,4,0.9,1,Low
57,90,9,2.3,0,High
99,71,1,2.5,0,High
63,30,9,3.1,0,High
91,92,4,1.4,1,Low
48,64,5,3.7,0,High
70,80,1,2.9,0,High
54,74,1,5.7,0,High
43,94,6,5.6,0,High
79,43,1,3.6,0,High
48,32,2,4.0,0,High
84,53,3,1.3,0,Medium
48,94,7,1.7,0,High
65,77,2,5.5,0,High
43,39,5,4.3,0,High
56,42,9,1.5,0,High
55,43,8,3.6,0,High
54,39,8,5.6,0,High
74,69,2,2.4,0,High
96,52,1,1.5,0,High
91,84,9,5.7,1,Low
44,92,4,3.0,0,High
94,71,9,2.8,1,Low
44,95,7,2.0,0,High
59,76,6,5.4,0,High
54,81,9,5.2,0,High
57,47,4,2.7,0,High
86,47,1,0.7,0,High
41,53,5,3.0,0,High
68,52,6,1.5,0,Medium
52,41,6,1.3,0,High
43,52,1,2.7,0,High
81,50,7,1.0,0,Medium
84,93,8,5.8,1,Low
49,63,5,0.8,0,High
70,31,2,2.7,0,High
80,98,2,1.4,0,High
47,60,5,4.3,0,High
42,97,7,0.9,0,High
87,99,7,3.5,1,Low
85,48,4,4.8,0,Medium
48,42,3,5.7,0,High
69,94,9,4.3,0,Medium
92,35,7,1.0,0,High
50,56,2,1.0,0,High
74,81,1,4.5,0,High
76,77,2,1.7,0,High
81,97,3,3.0,0,Low
52,73,5,5.9,0,High
75,46,3,5.0,0,Medium
95,67,9,5.2,1,Low
52,39,4,5.2,0,High
51,83,7,3.9,0,High
76,35,4,4.6,0,High
49,35,3,2.5,0,High
99,81,1,6.0,0,High
95,44,9,2.0,0,High
48,97,1,3.7,0,High
91,86,1,2.1,0,High
46,85,1,1.1,0,High
41,36,5,3.6,0,High
93,80,7,2.4,1,Low
95,87,7,3.7,1,Low
99,93,1,3.6,0,High
62,55,6,3.5,0,Medium
78,87,9,1.2,1,Low
79,60,6,2.9,1,Low
78,95,4,5.0,1,Low
60,42,9,2.2,0,High
62,47,3,2.9,0,Medium
68,42,4,3.2,0,High
53,53,4,5.2,0,High
65,86,4,4.1,0,Medium
90,58,6,1.1,1,Medium
44,85,7,5.3,0,High
94,83,9,5.1,1,Low
70,34,3,4.6,0,High
64,64,8,3.1,0,Medium
70,48,8,4.7,0,Medium
89,84,1,3.1,0,High
59,98,5,4.6,0,High
83,73,5,5.3,1,Low
94,67,8,5.4,1,Low
56,91,8,3.0,0,High
84,51,2,5.2,0,High
41,69,3,1.1,0,High
64,55,2,1.1,0,High
52,34,1,3.5,0,High
97,83,2,4.1,0,High
78,78,6,1.3,1,Low
67,32,1,3.1,0,High
81,67,6,1.0,1,Low
94,43,1,3.8,0,High
45,76,2,5.2,0,High
42,43,8,4.6,0,High
97,67,6,2.6,1,Low
74,93,9,6.0,1,Medium
57,73,1,4.1,0,High
50,99,5,5.0,0,High
93,94,7,4.2,1,Low
59,54,9,5.9,0,High
